validador_diario_24hs,carr,carros_sales_force,territorio,empresa,modalidade,v,caixas_enviadas,caixas_retornadas,pct_caixas_retornadas,objetivo_de_retorno,situacao_dia,data,obs
BR0075652R46212,C470751,BR0075652,TD Curitiba,FADEL,M1,R,11.0,33,3.0,7.699999999999999,25.3,2026-07-09,
BR0219608R46212,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-09,
BR0075807R46212,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-09,
BR0075798R46212,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-09,
BR0075774R46212,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-09,
BR0075712R46212,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-09,
BR0075595R46212,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-09,
BR0075783R46212,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-09,
BR0075507R46212,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,14.0,,,9.799999999999999,,2026-07-09,
BR0075522R46212,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,12.0,,,8.399999999999999,,2026-07-09,
BR0075549R46212,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,14.0,0,0.0,9.799999999999999,-9.799999999999999,2026-07-09,
BR0075781R46212,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,64.0,,,44.8,,2026-07-09,
BR0075802R46212,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,11.0,5,0.45454545454545453,7.699999999999999,-2.6999999999999993,2026-07-09,
BR0442251R46212,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442252R46212,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442186R46212,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442230R46212,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442231R46212,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442185R46212,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442702R46212,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0347315R46212,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0347316R46212,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442236R46212,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-09,
BR0442237R46212,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-09,
BR0442243R46212,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-09,
BR0442232R46212,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442240R46212,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-09,
BR0442242R46212,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442233R46212,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-09,
BR0442234R46212,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442235R46212,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442245R46212,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0442246R46212,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-09,
BR0075485R46213,C470741,BR0075485,TD Curitiba,FADEL,M1,R,,,,0.0,0.0,2026-07-10,
BR0075488R46213,C470038,BR0075488,TD Curitiba,FADEL,M1,R,,,,0.0,0.0,2026-07-10,
BR0075494R46213,C470024,BR0075494,TD Curitiba,FADEL,M1,R,,,,0.0,0.0,2026-07-10,
BR0075517R46213,C470831,BR0075517,TD Curitiba,FADEL,M1,R,,,,0.0,0.0,2026-07-10,
BR0075564R46213,C470740,BR0075564,TD Curitiba,FADEL,M1,R,,,,0.0,0.0,2026-07-10,
BR0075595R46213,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,0.0,2026-07-10,
BR0075598R46213,C470749,BR0075598,TD Curitiba,FADEL,M1,R,,,,0.0,0.0,2026-07-10,
BR0075727R46213,C470905,BR0075727,TD Curitiba,FADEL,M1,R,,,,0.0,0.0,2026-07-10,
BR0075816R46213,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,0.0,2026-07-10,
BR0075950R46213,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,,,,0.0,0.0,2026-07-10,
BR0219554R46213,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,0.0,2026-07-10,
BR0219562R46213,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075813R46213,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0219544R46213,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0219545R46213,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0219549R46213,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075703R46213,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075865R46213,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075849R46213,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075512R46213,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075841R46213,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075785R46213,C470904,BR0075785,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075542R46213,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0422998R46213,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0422999R46213,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0423000R46213,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0423001R46213,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0423002R46213,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075882R46213,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0219552R46213,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0219546R46213,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0219599R46213,C470808,BR0219599,TD Curitiba,FADEL,M1,R,8.0,,,5.6,,2026-07-10,
BR0219600R46213,C470809,BR0219600,TD Curitiba,FADEL,M1,R,28.0,2,0.07142857142857142,19.599999999999998,-17.599999999999998,2026-07-10,
BR0219601R46213,C470810,BR0219601,TD Curitiba,FADEL,M1,R,14.0,1,0.07142857142857142,9.799999999999999,-8.799999999999999,2026-07-10,
BR0219603R46213,C470823,BR0219603,TD Curitiba,FADEL,M1,R,20.0,4,0.2,14.0,-10.0,2026-07-10,
BR0219605R46213,C470824,BR0219605,TD Curitiba,FADEL,M1,R,26.0,0,0.0,18.2,-18.2,2026-07-10,
BR0219606R46213,C470825,BR0219606,TD Curitiba,FADEL,M1,R,12.0,,,8.399999999999999,,2026-07-10,
BR0219609R46213,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0219610R46213,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075562R46213,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,8,,0.0,8.0,2026-07-10,
BR0075684R46213,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075652R46213,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0219608R46213,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075807R46213,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075798R46213,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075774R46213,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075712R46213,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075595R46213,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075783R46213,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-10,
BR0075507R46213,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-10,
BR0075522R46213,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,14.0,,,9.799999999999999,,2026-07-10,
BR0075549R46213,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,15.0,,,10.5,,2026-07-10,
BR0075781R46213,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-10,
BR0075802R46213,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,17.0,,,11.899999999999999,,2026-07-10,
BR0442251R46213,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442252R46213,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442186R46213,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442230R46213,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442231R46213,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442185R46213,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442702R46213,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0347315R46213,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0347316R46213,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442236R46213,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442237R46213,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442243R46213,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442232R46213,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442240R46213,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442242R46213,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442233R46213,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442234R46213,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442235R46213,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442245R46213,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0442246R46213,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-10,
BR0075485R46216,C470741,BR0075485,TD Curitiba,FADEL,M1,R,34.0,0,0.0,23.799999999999997,-23.799999999999997,2026-07-13,
BR0075488R46216,C470038,BR0075488,TD Curitiba,FADEL,M1,R,25.0,143,5.72,17.5,125.5,2026-07-13,
BR0075494R46216,C470024,BR0075494,TD Curitiba,FADEL,M1,R,41.0,,,28.7,,2026-07-13,
BR0075517R46216,C470831,BR0075517,TD Curitiba,FADEL,M1,R,25.0,,,17.5,,2026-07-13,
BR0075564R46216,C470740,BR0075564,TD Curitiba,FADEL,M1,R,39.0,,,27.299999999999997,,2026-07-13,
BR0075595R46216,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075598R46216,C470749,BR0075598,TD Curitiba,FADEL,M1,R,19.0,,,13.299999999999999,,2026-07-13,
BR0075727R46216,C470905,BR0075727,TD Curitiba,FADEL,M1,R,57.0,63,1.105263157894737,39.9,23.1,2026-07-13,
BR0075816R46216,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-13,
BR0075950R46216,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,35.0,,,24.5,,2026-07-13,
BR0219554R46216,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0219562R46216,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075813R46216,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0219544R46216,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0219545R46216,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0219549R46216,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075703R46216,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075865R46216,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075849R46216,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075512R46216,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075841R46216,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075785R46216,C470904,BR0075785,TD Curitiba,FADEL,M1,R,36.0,,,25.2,,2026-07-13,
BR0075542R46216,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0422998R46216,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0422999R46216,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0423000R46216,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0423001R46216,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0423002R46216,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075882R46216,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0219552R46216,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0219546R46216,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0219599R46216,C470808,BR0219599,TD Curitiba,FADEL,M1,R,35.0,7,0.2,24.5,-17.5,2026-07-13,
BR0219600R46216,C470809,BR0219600,TD Curitiba,FADEL,M1,R,15.0,0,0.0,10.5,-10.5,2026-07-13,
BR0219601R46216,C470810,BR0219601,TD Curitiba,FADEL,M1,R,35.0,,,24.5,,2026-07-13,
BR0219603R46216,C470823,BR0219603,TD Curitiba,FADEL,M1,R,36.0,,,25.2,,2026-07-13,
BR0219605R46216,C470824,BR0219605,TD Curitiba,FADEL,M1,R,35.0,,,24.5,,2026-07-13,
BR0219606R46216,C470825,BR0219606,TD Curitiba,FADEL,M1,R,26.0,,,18.2,,2026-07-13,
BR0219609R46216,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0219610R46216,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075562R46216,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075684R46216,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075652R46216,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0219608R46216,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075807R46216,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075798R46216,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075774R46216,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075712R46216,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075595R46216,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075783R46216,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-13,
BR0075507R46216,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-13,
BR0075522R46216,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,14.0,,,9.799999999999999,,2026-07-13,
BR0075549R46216,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,10.0,,,7.0,,2026-07-13,
BR0075781R46216,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,60.0,,,42.0,,2026-07-13,
BR0075802R46216,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,29.0,,,20.299999999999997,,2026-07-13,
BR0442251R46216,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442252R46216,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442186R46216,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442230R46216,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,0.0,,,0.0,,2026-07-13,
BR0442231R46216,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442185R46216,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,0.0,,,0.0,,2026-07-13,
BR0442702R46216,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,0.0,,,0.0,,2026-07-13,
BR0347315R46216,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0347316R46216,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442236R46216,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442237R46216,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442243R46216,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442232R46216,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442240R46216,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,0.0,,,0.0,,2026-07-13,
BR0442242R46216,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442233R46216,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442234R46216,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,0.0,,,0.0,,2026-07-13,
BR0442235R46216,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,0.0,,,0.0,,2026-07-13,
BR0442245R46216,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0442246R46216,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-13,
BR0075485R46217,C470741,BR0075485,TD Curitiba,FADEL,M1,R,51.0,,,35.699999999999996,,2026-07-14,
BR0075488R46217,C470038,BR0075488,TD Curitiba,FADEL,M1,R,35.0,44,1.2571428571428571,24.5,19.5,2026-07-14,
BR0075494R46217,C470024,BR0075494,TD Curitiba,FADEL,M1,R,37.0,,,25.9,,2026-07-14,
BR0075517R46217,C470831,BR0075517,TD Curitiba,FADEL,M1,R,14.0,,,9.799999999999999,,2026-07-14,
BR0075564R46217,C470740,BR0075564,TD Curitiba,FADEL,M1,R,40.0,,,28.0,,2026-07-14,
BR0075595R46217,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075598R46217,C470749,BR0075598,TD Curitiba,FADEL,M1,R,37.0,0,0.0,25.9,-25.9,2026-07-14,
BR0075727R46217,C470905,BR0075727,TD Curitiba,FADEL,M1,R,51.0,0,0.0,35.699999999999996,-35.699999999999996,2026-07-14,
BR0075816R46217,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-14,
BR0075950R46217,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,23.0,0,0.0,16.099999999999998,-16.099999999999998,2026-07-14,
BR0219554R46217,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0219562R46217,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075813R46217,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0219544R46217,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0219545R46217,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0219549R46217,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075703R46217,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075865R46217,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075849R46217,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075512R46217,C470902,BR0075512,TD Curitiba,FADEL,M1,R,30.0,0,0.0,21.0,-21.0,2026-07-14,
BR0075841R46217,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075785R46217,C470904,BR0075785,TD Curitiba,FADEL,M1,R,13.0,,,9.1,,2026-07-14,
BR0075542R46217,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0422998R46217,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0422999R46217,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0423000R46217,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0423001R46217,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0423002R46217,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075882R46217,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0219552R46217,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0219546R46217,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0219599R46217,C470808,BR0219599,TD Curitiba,FADEL,M1,R,35.0,21,0.6,24.5,-3.5,2026-07-14,
BR0219600R46217,C470809,BR0219600,TD Curitiba,FADEL,M1,R,41.0,,,28.7,,2026-07-14,
BR0219601R46217,C470810,BR0219601,TD Curitiba,FADEL,M1,R,36.0,0,0.0,25.2,-25.2,2026-07-14,
BR0219603R46217,C470823,BR0219603,TD Curitiba,FADEL,M1,R,30.0,,,21.0,,2026-07-14,
BR0219605R46217,C470824,BR0219605,TD Curitiba,FADEL,M1,R,26.0,210,8.076923076923077,18.2,191.8,2026-07-14,
BR0219606R46217,C470825,BR0219606,TD Curitiba,FADEL,M1,R,42.0,,,29.4,,2026-07-14,
BR0219609R46217,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0219610R46217,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075562R46217,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075684R46217,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075652R46217,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0219608R46217,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075807R46217,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075798R46217,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075774R46217,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075712R46217,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075595R46217,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075783R46217,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-14,
BR0075507R46217,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,11.0,5,0.45454545454545453,7.699999999999999,-2.6999999999999993,2026-07-14,
BR0075522R46217,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,14.0,,,9.799999999999999,,2026-07-14,
BR0075549R46217,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,8.0,,,5.6,,2026-07-14,
BR0075781R46217,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,26.0,,,18.2,,2026-07-14,
BR0075802R46217,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,26.0,,,18.2,,2026-07-14,
BR0442251R46217,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442252R46217,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442186R46217,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442230R46217,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442231R46217,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442185R46217,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442702R46217,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0347315R46217,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0347316R46217,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442236R46217,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
BR0442237R46217,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-14,
